,label_min,label_max,label_min_text,label_max_text,win_min,win_max,pair_True
3824,2984,8565," Your argument defeats itself. It is tantamount to saying that I am not a vegetarian because I eat meat yet my policy on food was a guiding influence to all vegetarians who came after me. It doesn't add up, desist from the neo-conservatist line in relation to the late Senator, you all come across quite foolish, at least ill-informed with your silly claims and spurious agenda-based sources. Please refrain from peddling these falsehoods forthwith.  ",Don't spam Wikipedia. I will block you if you add that stuff to Hentai again. -  ,1.0,2.0,0.3333333333333333
3838,2995,13902," Your edit to Norman Cota 

Please do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.    ","suicides

just looking at this article make me want to commit suicide. ",2.0,1.0,0.3333333333333333
3846,3002,8791," Your general suckitude 

Get your cock out of your mouth and ban me. I can't believe you haven't realised all the awful things I have done to your Wikipedia. Why am I telling you this? Good question. Maybe I have problems.  ","First Off

Avril Lavagflaps is a suck ass singer who would get her punky little ass kicked by gothic babe Amy Lee any time of the month (well, except for THAT time of the month, were she gets her periode and turns into a werewolf).",1.0,2.0,0.0
3852,3006,13068," Your insults 
I hope you will apologize for the insults you posted in my talk page.  ","Your act of deleting the quote of Gligorof is just another act of fascism , counterfeit and propaganda . This is an encyclopedia, so it must be accurate.Can u explain me how is nationalist to refer to the words of an official representative of a state like Fyrom about its origins ? Your acts show that u dont want wikipedia to be accurate and u just want to hide real facts.You push wikipedia into disripute and unreliability. Its pity that u want to misinform the people.Goebbels would be jealous with your propaganda.The quote had 3 references , one was also from wikipedia. So learn to behave , we have democracy , not fascism. The truth at the end will prevail. The real truth not your corrupted truth.",1.0,2.0,0.3333333333333333
3858,3013,8101," Your team 

WTF is up with the Marlins? I don't like them, but anything is preferable to seeing the Mets run away with it. '''''' Talk ",BIGNOLE YOU ARE A BIG FAGGOT GET A LIFE AND STOP SPENDING ALL DAY ON WIKIPEDIA.  IT IS LIKE 1AM WHERE YOU ARE AND YOU HAVE NO LIFE.  PLEASE FALL OFF A CLIFF.  IF I EVER MEET YOU N THE STREET I WILL PEE ON YOU AND PUSH YOU INTO ONCOMING TRAIN TRAFFIC.  DON'T EVERY TOUCH MY PAGE AGAIN YOU FREAK OF NATURE,2.0,1.0,0.3333333333333333
3862,3016,11824," Your threat 

You have threatened to block me, but clearly this user's vanity page has been compromised by his own editing of it, no? Is Wikipedia the encyclopedia anyone can edit who agree with a certain cabal of administrators?  ",TheFarix is a crazy person who like to dominate everything and everybody.,2.0,1.0,0.3333333333333333
3863,3017,6024, Your threats to have me banned from editing are quite childish. I truly feel sorry for you because you must have had something really bad happen to you in the past that created such inane hatred for a complete stranger.  Do whatever you have to do but it's not healthy to have so much hate in you. ,"""
 Can you please clarify your reasoning behind this block? What Wikipedia policies have I expressly violated that warrant a block? What pages have I edited that warrant a block? I'm assuming the block is in relation to the Windows versus Linux comparison article talk page. Have you read that page? It is full of Wikipedia policy violations by everyone involved (hence why at one point I proposed the article for deletion). Did you just block me because Jasper Deng asked you to (because he thinks I'm """"attacking"""" him)?""",1.0,2.0,0.3333333333333333
3864,3017,7030, Your threats to have me banned from editing are quite childish. I truly feel sorry for you because you must have had something really bad happen to you in the past that created such inane hatred for a complete stranger.  Do whatever you have to do but it's not healthy to have so much hate in you. ,""":::Different systems, and different bills, but enacting enacting the same law.  The only substantive differences I know of are Scotland's silly """"not proven"""" verdict, and Scotland's enlightened view that car-clamping is a species of extortion.  I have some real geology (rather than mere tectonics) to add to """"deep prehistory"""", but summing it up in two sentences is proving to be tough.   |  Talk 23:30, 24 Jul 2004 (UTC)

""",2.0,1.0,0.3333333333333333
3866,3019,8060," Your vandalism 
Please stop. If you continue to vandalize pages, you will be blocked from editing Wikipedia. ","As for [http://en.wikipedia.org/w/index.php?title=Becky_Gable&diff;=109346338&oldid;=109305029 this} I also just asked if he's stupid. Why? Because he keeps reverting my corrections to MY OWN MISTAKES. Tell me, how stupid is this? Rate 1-10. ",2.0,1.0,0.0
3872,3024,9635," Yuck 

On your talk page you state that you are a vegan. What is the reason for this? 194.189.32.65  ","I find this highly amusing coming from an individual who doesn't even have a registered account, and considering my post was speaking out AGAINST the ridiculously racist tendencies of the Italian team, not a very bright individual either. Thanks for coming out though, I am kind of flattered that an anonymous user has such an obsession with me. )

 ",1.0,2.0,0.3333333333333333
3874,3027,10100," Zakir Naik 

 Please stop your disruptive editing. If your vandalism continues, you will be blocked from editing Wikipedia. ","In response to the message you left on my page, it is not my fault that Professor Gubby just happens to have the exact same life history as this 'Eric Thomas' who, by the way, I have never heard of before.  Also, calling peoples names 'silly nicknames' is simply ignorant; there are some names from various other cultures around the world that SOME narrow -minded people may dismiss as 'silly', but just because they sound unusual to you, it makes them no less important. I have also scanned through your discussion page, and it seems I'm not the only person annoyed by your 'trigger-happy' editing skills.  I thought wikipedia was a free encyclopedia that ANYONE can edit?  So-called 'grammar-nazis' like yourself have no place anywhere free speech is allowed.  If my page is not undeleted soon, I will consider further action...",3.0,0.0,0.0
3884,3036,6646," ` 

piss off you cunt","""
Would be better to say 'thousand and one fuck it's.
p.s. it's  'alf, not elf. Chalk Talk """,1.0,2.0,0.3333333333333333
3885,3037,11245," a copyright violation is blocked (yes, this has happened), but the current situation of wishy-washy enforcement results in more people being able to get away with editwarring (if they are ‘right’) and more people being blocked (because they are ‘wrong’).
Some have criticised the same thing happening in arbitration cases. Those that wheel war on the side of ‘good’ are congratulated or at worst ignored while those on the ‘wrong’ side are desysoped.

Both applying things strictly and arbitrarily have their pros and cons. On one side you have have idiotic decisions and on the other there is dissent from those that view various interpretations as unfair, uneven, or incorrect. As the community grows and changes, what works best may change. What works best for a small business or a city council may not be the best for a Fortune 500 company or a national legislature.
 
Needs serious reform // December 8, 2007 at 3:44 am 

Wikipedia used to promote fascist propaganda
GADGETS GAMES AT HOME BIZTECH SECURITY CONNECTIVITY TECHTIPS IT JOBS
Wikipedia sued for ‘aiding neo-Nazis’
December 7, 2007 - 11:14AM

A left-wing German politician has filed charges against online encyclopaedia Wikipedia for promoting the use of banned Nazi symbols in Germany.

Katina Schubert, a deputy leader of the Left party, said she had filed the charge with Berlin police on the grounds that Wikipedia’s German language site contained too much Nazi symbolism, particularly an article on the Hitler Youth movement.

“The extent and frequency of the symbols on it goes beyond what is needed for documentation and political education, in my view,” she told Reuters. “This isn’t about restricting freedom of opinion, it’s about examining what the limits are.”

Schubert said she had taken legal advice before making her move, and that she hoped it would encourage public debate on how far internet platforms should be allowed to aid proponents of extremist, anti-semitic and racist ideologies.

“There are signs neo-Nazis are trying to take advantage of such structures, and this needs to be stopped in good time,” Schubert said. “Especially given that Wikipedia is too important to jeopardise as an open and self-regulating project.”

A spokesman for Wikimedia Deutschland, an organisation that promotes the internet lexicon in Germany, rejected the charge.

“We don’t really know what Ms Schubert’s problem is,” Arne Klempert, managing director of Wikimedia Deutschland, told Reuters. “What’s important is the context the symbols are used in, and here it’s quite clearly education and documentation.”

“Anyone who tries to prevent the Nazi period being documented properly has a strange understanding of the world, in my view,” Klempert said. “Because that’s the best weapon there is (to prevent) something like that from happening again.”

Public display of Nazi symbols is illegal in Germany, but they can be used for educational and artistic purposes.

Schubert also came under fire from party colleagues.

“Katina Schubert fails to grasp the self-regulating mechanisms that work in Wikipedia,” Heiko Hilker, a Left party media expert in Saxony’s state parliament, said in a statement.

“Right-wing extremism on the World Wide Web cannot be tackled via national criminal proceedings,” he added.

Schubert said police would pass on the charge to state prosecutors, who would decide whether to open an investigation.

Klempert said Wikipedia’s structure, which enables internet users to discuss and edit content, ensured no bias arose. “Particularly on subjects like the Hitler Youth, you can be sure it would be changed in seconds if it did (show bias),” he said.

The Hitler Youth was the Nazis’ official youth organisation.

Reuters","Resolved: If i were a rhino and you were a swimmie, I'd definetly be gay for you cause lets face it, our anatomies are perfect for it.",2.0,1.0,0.3333333333333333
3887,3039,7802," about Antlantic Records vandal thingy, decline for unblock 

yeah stupid, I wanted to see if it looked exactly as it did on the music video, and i accidentally saved","AND LET ME GUESS - THE NEXT THING WE KNOW, WE'RE GOING TO SEE YOU TRYING TO POINT OUT THAT THE SAUDI TEAM IS MOSTLY MADE UP OF PAKISTANIS.  YOU TWIT.",2.0,1.0,0.0
3888,3040,7494," about ronald 

explain to me how ronald being a happy clown is not legit.  isn't he not?  And might i suggest you change your name because when ever i say it i have to form a big ball of phlem or mucus to pronouce it correctly.","""{| class=""""infobox"""" width=""""270px""""
|-
!align=""""center""""|Archives

|-
|
 2005
 Jan-10 May 2006
 10 May-4 June 2006
 4 June-27 July 2006
 27 July - 31 August 2006
 September - 2 November 2006
 2 November - 31 December 2006
 1 Jan - 3 March 2007
 March/April 2007
 May/22 June 2007
 June/19 Aug 2007
 -end of 2007
12
13
up until Bush fucked off

|}

 Spin-off, character pages 

When first writing, for example, The Brittas Empire character page, I thought it was written in 'an in-universe style'. However in retrospect this does not seem to be the case entirely, and I will be reviewing the page shortly.

Just a quick point on 'Edio*Magica', although it wasn't you who blocked me directly, it was still rather silly to think I would vandalize the very pages I have been improving (Sooty & co., The Brittas Empire), and to think that I would replace content with insults directed at myself. Due to the blocking I had to create this new account in order to edit pages, but I'm willing to forgive and forget about the misunderstanding.   
It wouldn't be the first time that someone has disrupted Wikipedia. In the past, we've had people create vandalism on one account, so that they can look good on another by fighting it. I realise, though, that your case is that there are probably some other bored little school kids using the same computer pool as you. talk to me 
Well i'm glad you've seen sense. What makes their actions even more pathetic is the fact they're university students; nevertheless they seem to have stopped now.   
Why don't you try and build an article to WP:GA standard, and get a better idea of conventions? Many of the articles you edit really could do with reliable sources. talk to me 

 Image removed from The Brittas Empire 

Are you sure the image you removed is not perfectly acceptable? It is a screen shot I took of the series so doesn't belong to any organization, and from what I’ve read relevant screen shots adding to an article are acceptable. I think you should have discussed your action before carrying it out.   
Having seen sitcom articles through FAC, I'm sure. Non-free images can only be used if they convey information that words couldn't express. My action was in accordance with the knowledge I possess through extensive ediing in accordance with Wikipedia's policy and guidelines, rather than ones I make up as I go along. talk to me 

 DYK for Jaws (novel) 

On January 26, 2009, Did you know? was updated with  from the article Jaws (novel), which you created or substantially expanded. If you know of another interesting fact from a recently created article, then please suggest it on the Did you know? talk page.    

 Edito*Magica 

Hi,NEW",1.0,2.0,0.3333333333333333
3889,3041,7445," about the armking vandal 

ive noticed he has been back latly perhaps you should add him to the long term abuse page?if that isnt warranted yet id apprecicate it if you would at least clear up that armcheeseh and armhaed be added to the possible sock puppet list ive observed they use similar teqniuques to cause havoc on wikipedia. Not tomention the naming pattern matches up. I feel obligated to point this out to you as i am a concerned wikicitizen.
-Micheal Mathews
 ","""You lying SOB==
""""I don't focus on single articles or wikiprojects; mostly I just tweak an article when I see grammar errors or glaring factual omissions."""" ~Kasreyn

You've stalked the Insane Clown Posse page for years now, and you constantly revert edits that often have factual basis, but violate your """"Juggalo outlook."""" I'm sure you've noticed the complaints compiled directly and indirectly against your editing techniques regarding all pages relating to the band ICP; complaints originating from multiple wikipedians. Ever consider stepping back, and letting unbiased editors take the reins of ICP?

Here's some food for thought, have you ever wondered if some of the malicious sock puppets that attack you were operated by a wikipedian admin who didn't want to lose credibility because of slander?

==""",2.0,1.0,0.3333333333333333
3898,3047,8674," agree - the current article under the current title is a racist, imperialist abomination.   ","Exactly, you'll want to show them what an attractive, successful and intelligent person looks like. I real feel sorry for your kids but who knows, maybe they'll luck out and your wife will leave you before they grow up, getting full custody, ahahahaha. Bye douchebag.",1.0,2.0,0.3333333333333333
3899,3048,13311," aight nerd 

you suck.  fin.   

P.S. get a life nerd! do something other than edit wiki all day! get laid! get a hobby!","degrassi season 8
degrassi the new season fucking sucks so much.... theyve turned it into a fucking reinacment of laguna beach or some other mtv bullshit fucking show and seriously i wont be any fucking surprised if they just cancel the goddamn show after this stupid ass season...   ",3.0,0.0,0.3333333333333333
3909,3059,14173, and again using the phrase ass cream in your edit summary,"you think I can't create more accounts. Perhaps you should mind your own beeswax and stop sucking on your mothers tit, you piece of filth garbage. Welcome to reality you pole smoker.   ",2.0,1.0,0.3333333333333333
3912,3062,10414," and for the flamming your flamming and your going to get block for all the crap you do, counting my page that you vandalize. starting trolling with me by vandaling my page. Listen I understand that you may not have as many as me but, there are people on wiki who have 5 times more then me. So stay off my page and i'll stay off your, stay out of my way and i'll stay out your.","Little late on the draw there, fag.  136.160.138.51  ",1.0,2.0,0.3333333333333333
3913,3062,14195," and for the flamming your flamming and your going to get block for all the crap you do, counting my page that you vandalize. starting trolling with me by vandaling my page. Listen I understand that you may not have as many as me but, there are people on wiki who have 5 times more then me. So stay off my page and i'll stay off your, stay out of my way and i'll stay out your.",your hot dog vendor will get you one day. gooooo pancreatic bad-ness!,2.0,1.0,0.3333333333333333
3914,3064,10802, and is just part of their (Caspian blue) persistent Japanese-Korean psychosis''',"OMG,Firstly stop saying I hate the British,I don't.Secondly I did not say a Special Force World Cup.It is a tournament which is highly looked on.Thirdly insulting a person the wiki is against the terms.So I would suggest you get rid of half of what you comment said or I will report you.

And last but not least half of what you say is utter and total bull shit.Sure the USA's Army is big and technically advanced but they are one of the worst trained in NATO.

Also it seems you hate the Irish.What is your problem,You keep on claiming that Irish people hate Britain,You say stuff which isn't true about Ireland.Your Miss are a racist.You insist on keeping Ireland apart of Greta Britain on the wiki when it is not.The Royal family would stay in Northern Ireland,Hell they may even stay in the Republic but it is logical that the Pope would stay in the Republic for safety reasons.Because pf the idiotic fighting in the North Between extremist Catholics and Protestants.",2.0,1.0,0.3333333333333333
3926,3083,10689," attack page Reece Sherwood 

has been recreated with an odd attempt at NPOV.  Thanks.  ","No retard actually it has ORD, STL, DFW, MIA, and SJU.   ",2.0,1.0,0.3333333333333333
3936,3091,3173, because I am a huge asshole," epic fail 

I sucked cambridge's ballz all night.

Have a good day.68.248.74.14  ",1.0,2.0,0.3333333333333333
3942,3096,8928," becoming the first black person to win a Nobel Prize in a category other than peace. 

Maybe I am overly PC here, but doesn't this sentence have a tinge of bigotry?",GUY THAT SLEEPS WITH HIS MOTHER,2.0,1.0,0.3333333333333333
3943,3096,9658," becoming the first black person to win a Nobel Prize in a category other than peace. 

Maybe I am overly PC here, but doesn't this sentence have a tinge of bigotry?","I have a better question on this.  Kyle says, and Cartman agrees, that Jews can't be pirates.  Why does Cartman accept Ike as a pirate?  Is it just those who are born Jews?",1.0,2.0,0.3333333333333333
3944,3098,7653," bias 

He attacked me on my talk page making a libelous statement about my statement being potential libelous, i return the favor on his page yet you warn me and not him...

He was the aggressor and He started the issue

I take it your a bias cunt with no moral compass then?
thought so...
94.168.210.36  ",". And it is important to note that it is not the actual horse that is being made fun of, but the crazies who think the horse can read all the cards that you send him, or figure out how to work the internet to visit his message board",0.0,3.0,0.0
3955,3108,11312," boring 

you have no sense in humor lemonparty.org=this site","STOP PERSONAL ATTACKS FOR PATRICK BURI

Get yourself a shrink and stop waisting our time, all this is irelevant and nobody pays attention to this BS. I am just soory for this situation, seems patherthic. I my opinion you should not waste more time and if you are not happy just move on and forget. wikipedia is not a place for revenge or anything like that, did you ever contacted patrick Buri to find out what he thinks with this ? or are you just here to attack this person. ? do you know him ? I found his web site company and will eventually look for his email... for sure this conversation, wy do you want absolutely go after this gus ? do you want to start a personal vendeta against him. ? In europe he is really well know as big financial guru, so you should maybe watch your steps and comments. !",3.0,0.0,0.0
3956,3109,7296," boy! 

no more wink-wank from the stink-stank! 77.184.28.171  ","""I'm back. I already created  ID (occasionally forget to log in but you can see the same class C when I do) I collected a massive number of diff edits on Balkanfever who pretends to be neutral but is  on record] getting blocked for saying this about Greeks under a previous handle. (not to mention his personal talk page is one big anti-Greek rant fest pointing to questionable FYROM news sources with highly exaggerated sensationalist titles)

""""No, Assfuckers (has a nice ring to it D) use it as a pejorative term. 

I was ready to pull the trigger on both him, admin Futper, and a few others (e.g. Macedoniaboy who says he is a """"proud fighter for united Macedonia on his talk page) with a detailed complaint about anti-Greek propaganda but since Futper managed a civil discussion with me and now seems to be sticking to debating articles (rather than threats of blocking)  I'm going to avoid escalating this further for now. ns. 

As for the current naming disputing article... I agree with you that some FYROM citizens honestly believe their claims but I don't think that reduces the existential threat to Greece. Communism fell 17 years ago in Yugoslavia and the FYROM government appears to be getting worse not better (imagine if in two hundred years they call themselves """"ethnic Athenians"""" and the cycle continues until their is no Greece left). 

There appear to be important quotes missing from the naming dispute article that clearly demonstrate that FYROM leadership are confused about their own national identity (and confusing their own citizens in the process unfortunately). I tried to add this to the talk page of the article but Futper deleted it (arguing ancient Macedon is unrelated to the article even though his own editing history shows him adding an edit arguing that ancient Macedon wasn't Greek) I didn't want to get into a revert war over simply a discussion of perceived facts but since I didn't think those facts should be censored either I thought perhaps you could add them to discussion on the naming dispute talk page. (assuming you see it as relevant yourself of course)

February 26, 1992: The FYROM's President Kirov Gligorov, at an interview by the Foreign Information Service daily report, Easten Europe, stated: '""""We are Slavs, who came to the region in the sixth century. We are not descendants of the ancient Macedonians.'

""""January 22, 1999: The FYROM's Ambassador in Washington D.C., Mrs. Ljubica Acevska, gave a speech on the present situation in the Balkans, she stated: '""""We do not claim to be descendants of Alexander the Great. We are Slavs and we speak a Slavic language. Greece is The FYROM's second largest trading partner and its number one """"investor.""""'

February 24, 1999: The FYROM.'s Ambassador to Canada, Gyordan Veselinov, in an interview with the """"Ottawa Citizen"""", he admitted: '""""We are not related to the northern Greeks who produced leaders like Philip and Alexander the Great. We are Slavs and our language is closely related to Bulgarian. There is some confusion about our identity.""""'

I think the above needs to be compared to that of their current hard line prime minister's recent behavior. He directly contradicts FYROM's own government's previous comments about themselves (that apparently was unauthentically meant to assure foreigners that Greeks were imagining FYROM propaganda and to reduce the issue to a childish dispute over simply names.. in order to get recognition)

Prime Minister Gruevski officially meets Prince Ghazanfar of Pakistan] who claims to be related to Alexander the Great.. then uses it as an opportunity to suggest FYROM citizens are related to ancient Macedonians. (and don't get me started on that incident where Gruevski layed a wreath where a picture of """"United Macedonia"""" was clearly present... which also seems to be missing from the existing article)

""",2.0,1.0,0.0
3958,3109,9727," boy! 

no more wink-wank from the stink-stank! 77.184.28.171  ","I make explanation in edit summary and talk page - please read before assume! Mina is unholy place of devil, Moslem must stone on Hajj.",1.0,2.0,0.0
3959,3110,4876," btards my sexy dill hole 

b
NIASNaSDasldkasl;fjl;agflas","""

Answer to Mütze
Well, I am surprised to see that I am unblocked! At least, you still have seen that you targeted the wrong person for the wrong reasons!!

Mütze, I have used this Wikipedia for only a few days but I am still not an idiot. Of course, what I say further below on what I think you did is an assumption but I believe a very good one! Here is what you did. You saw the following I posted on the Bosendorfer discussion page:
""""Very soon, this article will be published and you will have to leave it this way; otherwise, the censors at Wikipedia will be forced to side with me (!!) considering the fact that I gave you the opportunity to challenge what I wrote in my article."""".

As you clearly told me yourself, you did not want my article to be published. This quote clearly threatened you because I told taht I will soon publish my article and it will be with the full support of everybody because I used the discussion page of Bosendorfer. You then contacted Andrew Norman to block me to prevent me from editing the Bosendorfer discussion page and then you thought you could keep me away on my own user page with the intention of blocking me indefinitively. When you blocked me indefinitively through RobertG, you knew too well that no one could read my user page afterward! That is what I believe you did! And it is probably easily verifiable by people at Wikipedia.

Now, what is your role at Wikipedia? You are not an administrator; otherwise you would have blocked me yourself directly!

Anyway, I propose to carry on the discussion on the Bosendorfer discussion page concerning my article. I am ready to change sentences that cause problems. It is just up to you to mention these problematic sentences on this Bosendorfer discussion page and if you have a valid reason to have this sentence changed, it will be changed. I am not a fanatic and I am ready to please people. I will use logic and reason to assess a request to change sentences, not emotions. If I do not want to change a sentence, I will say clearly why and we could discuss further on this refusal to accept a change if it happens.

And I will answer the points you raised in your previous postings, Mütze.

So, I hope you will behave a little bit more relaxed about what I intend to do. The goal: publish a good article on a good product that inform people who read it. Apparently, for the time being, mostly the group of administrators and their friends (!!) who are the only ones who complained about my article so far.

But to have had to go through such a nightmare just to want to publish a good article on Wikipedia is surely not the right way to do at Wikipedia with people who are ready to contribute positively!! You are really going to put people off wanting to write on Wikipedia! And I especially target the administrators who have been in contact with me in a very aggressive way. Just a few days ago, I did not even know that what an administrator was at Wikipedia!

Here is what Jimbo Wales says on his user page:
""""Newcomers are always to be welcomed. There must be no cabal, there must be no elites, there must be no hierarchy or structure which gets in the way of this openness to newcomers."""".
If he knews what I had to go through and the very aggressive behaviour I experienced from administrators at Wikipedia, he would not be very pleased. What I say above, he call it one of his main principles!

So, administrators, when you contact people, make sure you remember this very core principle of one of the founders of Wikipedia and target the true vandals instead of people like me who are willing to add a good article to Wikipedia!

Jimbo Wales wants people to write as many articles as possible on Wikipedia. Your role as administrators is to help and encourage them to do so instead of trying to block them indefinitively!

So, I hope you can now all relax and not get emotional or upset on this coming article. I follow the process used by Wikipedia to deal with an article that causes opposition. See the new comments now on the Bosendorfer discussion page and state the sentences that cause you problems and especially why these sentences are problematic. Then, I will do my best to change them to please everybody.

MichaelIsGreat""",1.0,2.0,0.3333333333333333
3966,3115,11705, by the way I hate this font.,"That seems a bit arbitrary.  There are no reliable sources given for the current cultural references.  The whole point of pop-cultural references is that such things don't need to be spelled out.  It just so happens that the writers of futurama inhabit a more mathematical pop-culture where Mobius dick is as common as a chicken crossing the road.  At any rate, I guess fair enough and it's not like most futurama fans wouldn't already know anyway and i'm sure you have better things to do with your time.  cheers   ",2.0,1.0,0.3333333333333333
3974,3126,6514," clearly has no life. Who actually spends all there tme on wikipedia. Deadset bussy, you must have no life.  ","""
So, we can all see, the truth really does hurt.  If someone posts something true, but not to the taste of the """"in crowd"""" it will be deleted, and they will punish you, until they run out of ways to punish you, as they have with me.  So, they scurry around and delete your comments.  Just look at the shameful edit history of this page! 68.240.150.91  """,1.0,2.0,0.3333333333333333
3979,3128,7710," cockbag 

you herad me gaylord","3 reasons why I don't give a shit.

1. I'm already hated by you bastards.

2.  I'm going to be blocked no matter what happens because dickheads like John Lyden are administrators on this site.

and 3.  Because you allow pompass asshole web security professionals to take control of this piece of shit website.  ",1.0,2.0,0.3333333333333333
3987,3133,11540," cossacks 

hi, 
i dont understand why you edit(or delete) the turkic identity of cossacks. its not my personal research, its the reality by professional researchers. i dont understand why all pple confused about being muslim and being turkic... those are the not same thing.  ","Stop wanking so much. Remember, only lotion prevents friction burn.  ",2.0,1.0,0.3333333333333333
3989,3135,7605," curious 

Are you transgender? If so, do you think you can be objectiive? If so, who's your immediate boss on wikipedia?",", this was premeditated in concert with Hitler",1.0,2.0,0.3333333333333333
3990,3135,12992," curious 

Are you transgender? If so, do you think you can be objectiive? If so, who's your immediate boss on wikipedia?","You typed it, not me, so unless you have a different meaning for it, you have stated that BS24 has a tendency to not tell the truth.  Perhaps I should have said you basically called him a habitual liar.    ",3.0,0.0,0.0
3991,3136,6137," date format 

date format is inconsistent throughout the entry ... and the yyyy-mm-dd format is ridiculous","""
1944 sounds more believable as that would make him 42 in """"The Living Daylights"""" and 44 in """"Licence to Kill"""", but then Dalton was a heavy smoker which may have caused him to look older. I would be surprised if the well-respected Internet Movie Database got it wrong.""",1.0,2.0,0.3333333333333333
3997,3141,9858," death to the infidel 

whoever that may be",I was blocked permanent because I asked somebody if is jewish? And since it is a slur?   ,2.0,1.0,0.0
4008,3150,4034," die 

you are loser learn how to help people cope I know where you  ... ... ... ... ... ... ... ... it is funny because I know who you are right away , you are the person that .. .. .. well you know. Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967Fan-1967","""

 Fuck you, cunt!!!!!!!!!!!!!!!!!!!!! 

try these important things and maybe you won't be such a sucker motherfucker:

1. Learn how to spell. If things remain as they are, everyone is bound to consider you to be the ignorant lame-brained cult member you are.

2. Revert your attacks on Van Tucky on the talk pages. You come off as a vicious, vile psychopath. If you ever set your cult defending ass in a court of law, the jury would see through your charade in heartbeat.

3. Stop playing good cop- bad cop with your fucking retarded Dahn hack Forestgarden

4. Accept all Korean language sources you stupid bitch!! How dare you try to stifle and censor articles in the name of your fucked up cult. Your Forestgarden bitch believes its within Wiki policy to include Korean language articles when reporting on favorable aspects of your bitch master. Why don't you include all the other more negative portrayals in the Korean language. Also, who said this Itsahappyday fuckhead deserves to translate any Korean? This should all be disputed, you fucking racist, neo-nazi reject?

5. Stop using the word cynical to describe your """"enemies."""" You come off even more retarded than your Ilchee bitch master. Your philosophical maturity is less than that of a first grader. The world is """"cynical."""" Those who don't believe in Dahn are """"cynical."""" I can't wait until South Park makes an episode about your bitch cult. 

6. Are you fucking insane? Korea is the center of the universe? Korea as a cultural hub? Korea the place where the next messiah appears? You Dahn people never cease to amaze when it comes to your thought processes. Korea is not what your Ilchee bitch believes it to be. Think about it retard- the fucking nation of Palau has more of a right to talk about religious heritage than the fucking hermit kingdom. How can you be so retarded, that you choose a Korean cult? If you chose a Chinese or Indian one, at least it would show you have some portion of a brain. Coming to Korea and joining a Korean cult with Korea-centric views is more retarded than travelling to Antartica in search of good coffee while visiting Columbia in search of ice and snow.

7. One more time: the philosophical underpinnings of your shit cult are so flimsy I must question your intelligence.

8. Nicola Cola...what kind of bitch ass name is that? what is wrong with you?

And you wonder why you need to join a fucked up cult to find friendship and loving. Dumb fuck!!!!!!""",2.0,1.0,0.3333333333333333
4018,3160,9161," dont 

dont sheeple Wikipedians get it? i will NEVER create an account. NEVER ever. N-E-V-E-R.","Hello Again Lee,

I already blocked you several times from trying to put up fake posts on our chatroom.  Now you have resorted to putting up fake posts on Wiki?  I've got a better idea for you - instead of spending all this time trying to discredit my work why don't you stop pulling shams and posting false information and spend your time actually making good scales.  Perhaps you could make some designs of your own and maybe even invest in a factory.  Take a NIST 44 Class and learn how to build a weighbridge,  learn how to bond sensors to a load cell properly and see if you can actually MAKE a scale rather then just badmouthing everyone else's products.

Please stop this game and your shams Lee.

 ",2.0,1.0,0.3333333333333333
4022,3163,11165," dude 

whats your problem dude i was being serious on the last one sorry dick head eat my shit","Quit your snivelling, you twit. There is nothing you can do stop me from fixing this mess that some refer to as an encyclopedia.",1.0,2.0,0.3333333333333333
4026,3167,11605," eat my shit 

Title says it all.",THE SEXIEST GIRL YOU HAVE EVER SEEN,1.0,2.0,0.3333333333333333
4030,3170,11681," edits to Jimbo's user page 

User:Jimbo Wales is not your sock puppet, and please do not go around like an April Fool. Thank you   ",Thanks to the kind user who put this but forgot to put their name. I guess they are a coward.,2.0,1.0,0.3333333333333333
4036,3176,3323," excessive vandalism 

i have already been informed of vandalism policies, and I don't need to be reminded too much. and bob dylan is overrated. do not bother me again."," i am insulted 
i write a comment on your talk page and its nonsence? i have not been vandalising. i am insulted greatly. and why is there some pic of a fat jimbo wales on a computer? i am not reposible. you cannot acuse without prove.  ",2.0,1.0,0.0
4039,3178,5547," fReAky screen 

Can someone please explain why this computer has such a freaky screen, with that ugly black border? Why was this necessary, seriously? Danks   ","""

Sockpuppetry case
 
You have been accused of sockpuppetry. Please refer to Wikipedia:Suspected sock puppets/Cretanpride (7th) for evidence. Please make sure you make yourself familiar with notes for the suspect before editing the evidence page.   """,1.0,2.0,0.3333333333333333
4050,3186,7600," fine then 

at least i don't like little boys like you do! BITCH!!!",", so do us all a favour and just fuck off instead, hahaha",1.0,2.0,0.3333333333333333
